kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
乕,0x4e55,7,ldrrdtd,ldddop,kanji
乖,0x4e56,8,lrdrdrst,srspspl,kanji
乗,0x4e57,9,lrrddrdst,ssprspdr,kanji
乘,0x4e58,10,lrrdrstdst,sdpsplqdo,kanji
乙,0x4e59,1,t,,kanji
九,0x4e5d,2,dt,s,kanji
乞,0x4e5e,3,srt,dd,kanji
也,0x4e5f,3,rdt,ps,kanji
乢,0x4e62,4,dtdt,srp,kanji
乱,0x4e71,7,srddtrt,spdodp,kanji
乳,0x4e73,8,sttstdpt,srrstsp,kanji
乾,0x4e7e,11,rddtrrrdsrt,psoddsppds,kanji
亀,0x4e80,11,stdrrrdrrrt,osoddsoddp,kanji
亂,0x4e82,13,lsttttdtttdtt,srrstsorrstp,kanji
亅,0x4e85,1,d,,kanji
了,0x4e86,2,td,t,kanji
予,0x4e88,4,ttrd,tsr,kanji
争,0x4e89,6,sttrrd,dsstp,kanji
亊,0x4e8a,7,rtstrrd,rrsstu,kanji
事,0x4e8b,8,rdrrrrrd,todsstu,kanji
二,0x4e8c,2,rr,d,kanji
于,0x4e8e,3,rrd,dp,kanji
云,0x4e91,4,rrtt,srt,kanji
互,0x4e92,4,rtdr,rds,kanji
五,0x4e94,4,rdtr,rsd,kanji
井,0x4e95,4,rrdd,dpr,kanji
亘,0x4e98,6,rdtrrr,dodds,kanji
亙,0x4e99,6,rddttr,rddds,kanji
些,0x4e9b,8,drdrstrr,dldplss,kanji
亜,0x4e9c,7,rdrrddr,dodurs,kanji
亞,0x4e9e,8,rdrttrdr,rsopdos,kanji
亟,0x4e9f,8,rddtrdtr,rsodpds,kanji
亠,0x4ea0,2,dr,s,kanji
亡,0x4ea1,3,drt,sr,kanji
亢,0x4ea2,4,drst,sto,kanji
交,0x4ea4,6,drstst,strdl,kanji
亥,0x4ea5,6,drdsst,srrds,kanji
亦,0x4ea6,6,drddst,srrsr,kanji
亨,0x4ea8,7,drdrrtd,ltodst,kanji
享,0x4eab,8,drdrrrdr,stoddrl,kanji
京,0x4eac,8,drdrrdst,stodrlr,kanji
亭,0x4ead,9,drdrrdrrd,stodsotr,kanji
亮,0x4eae,9,drdrrdrst,stodlorr,kanji
亰,0x4eb0,9,drdtrrdst,stoddrlr,kanji
亳,0x4eb3,10,drdrrdrsrt,stodlorsp,kanji
亶,0x4eb6,13,drdrdrrrdtrrr,storodsdodds,kanji
人,0x4eba,2,st,d,kanji
亻,0x4ebb,2,sd,d,kanji
什,0x4ec0,4,sdrd,dtp,kanji
仁,0x4ec1,4,sdrr,drd,kanji
仂,0x4ec2,4,sdtd,drp,kanji
仄,0x4ec4,4,rdst,otd,kanji
仆,0x4ec6,4,sddt,dpd,kanji
仇,0x4ec7,4,sddt,dps,kanji
今,0x4eca,4,strt,odd,kanji
介,0x4ecb,4,stdd,ddr,kanji
仍,0x4ecd,4,sddd,dpl,kanji
从,0x4ece,4,dtdt,dpd,kanji
仏,0x4ecf,4,sdtt,dpd,kanji
仔,0x4ed4,5,sdtdr,dpts,kanji
仕,0x4ed5,5,sdrdr,dtpd,kanji
他,0x4ed6,5,sdrdt,dtps,kanji
仗,0x4ed7,5,sdrdt,dpps,kanji
付,0x4ed8,5,sdrdt,drps,kanji
仙,0x4ed9,5,sddtd,dpsr,kanji
仝,0x4edd,5,strdr,dsrs,kanji
仞,0x4ede,5,sdddd,dprs,kanji
仟,0x4edf,5,sdsrd,dpsp,kanji
代,0x4ee3,5,sdrtt,drpr,kanji
令,0x4ee4,5,stttt,odst,kanji
以,0x4ee5,5,dptst,dprd,kanji
仭,0x4eed,5,sdddt,dprs,kanji
仮,0x4eee,6,sdrddt,dprdd,kanji
仰,0x4ef0,6,sdstdd,dpsro,kanji
仲,0x4ef2,6,sddrrd,drodu,kanji
件,0x4ef6,6,sdsrrd,dpddp,kanji
价,0x4ef7,6,sdstdd,dpodr,kanji
任,0x4efb,6,sdsrdr,dpspd,kanji
企,0x4f01,6,stdrdr,oddls,kanji
伉,0x4f09,6,sddrdt,dpsto,kanji
伊,0x4f0a,6,sdtrrd,dpddp,kanji
伍,0x4f0d,6,sdrdtr,dprsd,kanji
伎,0x4f0e,6,sdrddt,dppdd,kanji
伏,0x4f0f,6,sdrdtt,dtpdp,kanji
伐,0x4f10,6,sdrtst,drptu,kanji
休,0x4f11,6,sdrdst,drpdo,kanji
会,0x4f1a,6,strrtt,dssrt,kanji
伜,0x4f1c,6,sdsrrd,dpsdp,kanji
伝,0x4f1d,6,sdrrtt,dpdrt,kanji
伯,0x4f2f,7,sdsdtrr,dpsodd,kanji
估,0x4f30,7,sdrddtr,drpdod,kanji
伴,0x4f34,7,sdtsrrd,dprssp,kanji
伶,0x4f36,7,sdstttt,dpddst,kanji
伸,0x4f38,7,sddtrrd,droddu,kanji
伺,0x4f3a,7,ddtrdtr,dpddod,kanji
似,0x4f3c,7,sddptst,drdppd,kanji
伽,0x4f3d,7,sdddddr,dpptod,kanji
佃,0x4f43,7,sddtdrr,dporsd,kanji
但,0x4f46,7,sddtrrr,dpodds,kanji
佇,0x4f47,7,sdddrrd,dpsodr,kanji
位,0x4f4d,7,sddrddr,dpstrs,kanji
低,0x4f4e,7,sdstrtr,dpsdpd,kanji
住,0x4f4f,7,sdtrdrr,dpsrsd,kanji
佐,0x4f50,7,sdrsrdr,drpdrs,kanji
佑,0x4f51,7,sddrdtr,dpstod,kanji
体,0x4f53,7,sdrdstr,drpdos,kanji
何,0x4f55,7,sdrdtrd,dpdodp,kanji
佗,0x4f57,7,sdddrst,dpsorl,kanji
余,0x4f59,7,strrdst,osspsr,kanji
佚,0x4f5a,7,sdsrrdt,dpdspd,kanji
佛,0x4f5b,7,sdrrtdd,dpdour,kanji
作,0x4f5c,7,sdsrdrr,dpdrdd,kanji
佝,0x4f5d,7,sdsddtr,dpddod,kanji
佞,0x4f5e,7,sdrrtsr,dpsrtl,kanji
佩,0x4f69,8,sddtrdtd,dpotdop,kanji
佯,0x4f6f,8,sdtsrrrd,dprsddp,kanji
佰,0x4f70,8,sdrddtrr,dprsodd,kanji
佳,0x4f73,8,sdrdrrdr,dppsdps,kanji
併,0x4f75,8,sdtsrrdd,dprsdpr,kanji
佶,0x4f76,8,sdrdrdtr,dppsdod,kanji
佻,0x4f7b,8,sddtpdst,dpsdpts,kanji
佼,0x4f7c,8,sddrstst,dpstrdl,kanji
使,0x4f7f,8,sdrdrrdt,dpdodud,kanji
侃,0x4f83,8,sddtrddt,dpoddrr,kanji
來,0x4f86,8,rststdst,tdrdqdo,kanji
侈,0x4f88,8,sdsstsst,dpdstds,kanji
例,0x4f8b,8,sdrsdtdd,dprddpp,kanji
侍,0x4f8d,8,sdrdrrdt,dppsdrs,kanji
侏,0x4f8f,8,sdsrrdst,dpdspdo,kanji
侑,0x4f91,8,sdsrdtrr,dpstodd,kanji
侖,0x4f96,8,strdtrdd,ossodpr,kanji
侘,0x4f98,8,sdddrsrt,dpsorsp,kanji
供,0x4f9b,8,sdrddrst,drprstr,kanji
依,0x4f9d,8,sddrstst,dpsrdpl,kanji
侠,0x4fa0,8,sdrtsrdt,drdrspd,kanji
価,0x4fa1,8,sdrdtddr,dpdoprs,kanji
侫,0x4fab,8,sddrrtsr,dpsrttl,kanji
侭,0x4fad,8,sdtrdttt,dpdutdd,kanji
侮,0x4fae,8,sdsrtddr,dpddors,kanji
侯,0x4faf,9,sdtrsrrst,dpstdspd,kanji
侵,0x4fb5,9,sdtrrdrdt,dpdddodd,kanji
侶,0x4fb6,9,sddtrddtr,dpodrsod,kanji
便,0x4fbf,9,sdrdtrrdt,dpdoddps,kanji
係,0x4fc2,9,sdlddtdst,dpsrdssr,kanji
促,0x4fc3,9,sddrrdrst,dpodrdld,kanji
俄,0x4fc4,9,sdsrdpdst,dpspsptu,kanji
俊,0x4fca,9,sdttstsst,dptsrsds,kanji
俎,0x4fce,9,ststddrrr,dddpodds,kanji
俐,0x4fd0,9,sdsrdstdd,dpspdtpp,kanji
俑,0x4fd1,9,sdttdtrrd,dptsoddp,kanji
俔,0x4fd4,9,sddtrrrst,dpodddrr,kanji
俗,0x4fd7,9,sdststdtr,dprsosod,kanji
俘,0x4fd8,9,sdsstttdr,dpsrrsts,kanji
俚,0x4fda,9,sddtrrdrr,dpoddpds,kanji
俛,0x4fdb,9,sdstdtrst,dpdsodpd,kanji
保,0x4fdd,9,sddtrrdst,dpodspdr,kanji
俟,0x4fdf,9,sdttsrrst,dptsdspd,kanji
信,0x4fe1,9,sdtrrrdtr,dpstddod,kanji
俣,0x4fe3,9,sddtrrrst,dpodsspd,kanji
俤,0x4fe4,9,sdtsrrtds,dprstopd,kanji
俥,0x4fe5,9,sdrdtrrrd,dpdoddsu,kanji
修,0x4fee,10,sddsrstsss,dppdrlttt,kanji
俯,0x4fef,10,sddrdsdrdt,dpsordpps,kanji
俱,0x4ff1,10,sddtrrrrst,dpodddsrr,kanji
俳,0x4ff3,10,sddrrrdrrr,dpsddpddd,kanji
俵,0x4ff5,10,sdrdrrstst,dppssrsrl,kanji
俶,0x4ff6,10,sddrrdsddt,dpdsrsrud,kanji
俸,0x4ff8,10,sdrrrstrrd,dpdspdssp,kanji
俺,0x4ffa,10,sdrstdtrrt,dppdsoddu,kanji
俾,0x4ffe,10,sdsdtrrsrd,dpsoddpsp,kanji
倅,0x5005,10,sddrststrd,dpstdpdsr,kanji
倆,0x5006,10,sdrdtdstst,dpdopdqrq,kanji
倉,0x5009,10,strtrrddtr,ossddudod,kanji
個,0x500b,10,sddtrddrrr,dpodpdods,kanji
倍,0x500d,10,sddrtdrdtr,dpstrstod,kanji
倏,0x500f,11,sddsrstrstt,dppdrldpdp,kanji
們,0x5011,10,sddtrrddrr,dpoddpodd,kanji
倒,0x5012,10,sdrttrdrdd,dprtspdpp,kanji
倔,0x5014,10,sdrrddrdrd,dpdutsrsr,kanji
倖,0x5016,10,sdrdrdsrrd,dppstrsdp,kanji
候,0x5019,10,sddtrsrrst,dppdtdspd,kanji
倚,0x501a,10,sdrstrdtrd,dppdstodp,kanji
借,0x501f,10,sdrddrdtrr,dpprstodd,kanji
倡,0x5021,10,sddtrrdtrr,dpoddsodd,kanji
倣,0x5023,10,sddrdddrst,dpstupdrs,kanji
値,0x5024,10,sdrddtrrrt,dppsodddq,kanji
倥,0x5025,10,sdddrstrdr,dpsotrsrs,kanji
倦,0x5026,10,sdstrrsttt,dprsspdso,kanji
倨,0x5028,10,sdrrdrddtr,dpdudpsod,kanji
倩,0x5029,10,sdrdrrdtdr,dppsstors,kanji
倪,0x502a,10,sdsdrtrrst,dpsdpdstr,kanji
倫,0x502b,10,sdstrdtrdd,dpossodpr,kanji
倬,0x502c,10,sddrdtrrrd,dpdsoddsp,kanji
倭,0x502d,10,sdlrdsttsr,dpspdodrl,kanji
倶,0x5036,10,sddtrrrrst,dpodddsrr,kanji
倹,0x5039,10,sdstrdrrst,dpossodpd,kanji
偃,0x5043,11,sdrdtrrtsrt,dptoddrtlu,kanji
假,0x5047,11,sdtrdrrtrdt,dpduddpddd,kanji
偈,0x5048,11,sddtrrststt,dpoddodrdl,kanji
偉,0x5049,12,sddrrdrrrdrd,dpsstodsrsp,kanji
偏,0x504f,11,sdrrrddtrdd,dpddudodpr,kanji
偐,0x5050,11,sddrsrrdsss,dpsrlsrrdd,kanji
偕,0x5055,11,sdrtstsdtrr,dpurldsodd,kanji
偖,0x5056,11,sdrdrstdtrr,dppspssodd,kanji
做,0x505a,11,sdrddtrdrst,drpdodpdrs,kanji
停,0x505c,11,sddrdrrdrrd,dpstodsotr,kanji
健,0x5065,11,sdtrrrrdddt,dpdtddusdd,kanji
偬,0x506c,11,sdstsstdtrt,dpdrrsdprr,kanji
偲,0x5072,11,sddtdrrdrtt,dporsdsprr,kanji
側,0x5074,11,dddtrrrstdd,dpoddddrup,kanji
偵,0x5075,11,sddrdtrrrst,dpdsodddtr,kanji
偶,0x5076,11,sddtrrdtdrt,dpoddsopdp,kanji
偸,0x5078,11,sdstrddttdd,dpossotdpr,kanji
偽,0x507d,11,sdtsrrtdttd,dprstssrrr,kanji
傀,0x5080,12,sdsdtdrrsttt,dpsorsdrrrt,kanji
傅,0x5085,12,sdrdtrrdtrdt,dpdoddursrs,kanji
傍,0x508d,12,sddrtsdrdrds,dpstrlorsru,kanji
傑,0x5091,13,sdsdtrdrdrdst,dpddrospspdo,kanji
傘,0x5098,12,stststststrd,osdddpdddlp,kanji
備,0x5099,12,sdrddrsdtrrd,dpprsrdoddp,kanji
傚,0x509a,12,dddrststdrst,dpstrdspdrs,kanji
催,0x50ac,13,sddrdsdsrdrrr,dpsrsdpsrsdd,kanji
傭,0x50ad,13,sddrdtrrdtrrd,dpsotstdoddu,kanji
傲,0x50b2,13,sdrdrdrdsdrst,dppsrsropdrs,kanji
傳,0x50b3,13,sdrdtrrdrtrdt,dpdoddudrsrs,kanji
傴,0x50b4,13,sdrdtrdtrdtrt,dptodsodpodq,kanji
債,0x50b5,13,sdrdrrdtrrrst,dppsstodddor,kanji
傷,0x50b7,13,sdsrdtrrrstss,dpddoddsrdor,kanji
傾,0x50be,13,sdsdrsdtrrrst,drqprsodddtr,kanji
僂,0x50c2,13,sddtrrdrrdtsr,dpostsodudtl,kanji
僅,0x50c5,13,sdrddrdrrdorr,dpprssodpsds,kanji
僉,0x50c9,13,strdtrdtrstst,ossodpodldrd,kanji
僊,0x50ca,14,sdrdrddrrsttrt,dpdoprssrtsdu,kanji
働,0x50cd,13,sdsrdtrrdrrdd,dpsdodduddpu,kanji
像,0x50cf,14,sdstdrdrsdssst,dpdsorsrdotps,kanji
僑,0x50d1,14,sdlrstdrrdtdtr,dpsrtsodsotod,kanji
僕,0x50d5,14,sdddtsrtsrrrst,dprlrsrrsdspd,kanji
僖,0x50d6,14,sdrdrdrrtsrdrr,dppsdodorltod,kanji
僚,0x50da,14,sdrsttsdtrrdst,dppdlrsoddrsr,kanji
僞,0x50de,14,sdlsttdrrtddtt,dpsrrsodddrrr,kanji
僣,0x50e3,14,sdrrdtrrdtdtrr,dpdpdpdpdsodd,kanji
僥,0x50e5,14,sdrdrrdrrdrrst,dppsdpsppssrr,kanji
僧,0x50e7,13,sdtsdtdrrdtrr,dprsorsddodd,kanji
僭,0x50ed,14,sdrtdtrtdtdtrr,dpopdpopdsodd,kanji
僮,0x50ee,14,sddrtsrdtrrdrr,dpsorltoddpss,kanji
僵,0x50f5,15,sdrdtdrrrdtdrrr,dpdorsdstorsds,kanji
價,0x50f9,15,sdrdrddrdtrrrst,dpsoprstodddtr,kanji
僻,0x50fb,15,sdtrddtrdrddrrd,dpdudodpsdrsdp,kanji
儀,0x5100,15,sdtsrdrrsrdptst,dprsrssrspsptq,kanji
儁,0x5101,14,sdsddrdrrrdrdd,dpdpsrsdddoro,kanji
儂,0x5102,15,sddtddrrrdrrtst,dpoprsdsrtsrrl,kanji
億,0x5104,15,sddrtsrdtrrdrrt,dpsrrstoddsrrr,kanji
儉,0x5109,15,sdstrdtrdtrstst,dpodsodpodldrd,kanji
儒,0x5112,16,sdrdrdrtrrrsdtdd,dpdopsdpdsrsorr,kanji
儔,0x5114,16,sdrdrrrdrrdtrrdt,dppsstrssdodpps,kanji
儕,0x5115,16,sddrtsdtssttdrrd,dpsrrslrrsrsddp,kanji
儖,0x5116,17,sddrdtrdrdrrdtddr,dporsdrspddsorrs,kanji
儘,0x5118,16,ddtrrrdstttdrddr,dpsddpdrrrlorrs,kanji
儚,0x511a,15,sdrdddrddrdrsst,dpprsorrssords,kanji
償,0x511f,17,sddtsdrdrrdtrrrst,dplrsotodsodddtr,kanji
儡,0x5121,17,sddtdrrdtdrrdtdrr,dporsdsorsdporsd,kanji
優,0x512a,17,sdrsdtrrdrdrotsst,dprsoddsotrrrsds,kanji
儲,0x5132,18,sdtrrrdtrrdrstdtrr,dpsdddodupdpssodd,kanji
儷,0x5137,21,sdrdttrdttdrdrddrrtst,dpdotpdotssodprsdurl,kanji
儺,0x513a,21,ddrddrdrrrrdtdddrdrrr,dpprssodddududpsrsdd,kanji
儻,0x513b,22,sddtsdrdrrdrosrdrrsdtt,dplrlotodsotrspsstrrr,kanji
儼,0x513c,22,sddtrdtrrdrdrdrrrddrst,dpodpodlotrsoddsppdrl,kanji
儿,0x513f,2,dt,r,kanji
兀,0x5140,3,rdt,rr,kanji
允,0x5141,4,ttst,tsr,kanji
元,0x5143,4,rrst,srr,kanji
兄,0x5144,5,dtrst,odtp,kanji
充,0x5145,6,drttst,srtsr,kanji
兆,0x5146,6,dtptst,sdpts,kanji
兇,0x5147,6,sttdst,llrsr,kanji
先,0x5148,6,srdrst,dpsrr,kanji
光,0x5149,6,dtsrst,lrsrr,kanji
克,0x514b,7,rddrrst,psodtr,kanji
兌,0x514c,7,stdtrst,rsodtr,kanji
免,0x514d,8,sddrdrst,dsorsrr,kanji
兎,0x514e,7,ldrrstt,sodpdt,kanji
児,0x5150,7,ddtrrst,roddsr,kanji
兒,0x5152,8,sdrtrrst,sdpdstr,kanji
兔,0x5154,8,sddrrstt,osodpdr,kanji
党,0x515a,10,dtsdrdrrst,lrlotodtr,kanji
兜,0x515c,11,sdtrrsttrst,soddusrdsr,kanji
兢,0x5162,14,rddtrstrddrrst,psodrrppsodrr,kanji
入,0x5165,2,st,q,kanji
全,0x5168,6,strdrr,dsrss,kanji
兩,0x5169,8,rdtdstst,dopdqrq,kanji
兪,0x516a,9,strddttdd,ossotdpr,kanji
八,0x516b,2,st,p,kanji
公,0x516c,4,sttt,rdt,kanji
六,0x516d,4,drst,str,kanji
兮,0x516e,4,strd,rsr,kanji
共,0x5171,6,rddrst,prsrr,kanji
关,0x5173,6,tsrrst,rsdpd,kanji
兵,0x5175,7,sdrdrst,strsrr,kanji
其,0x5176,8,rddrrrst,prsdsrr,kanji
具,0x5177,8,dtrrrrst,odddsrr,kanji
典,0x5178,8,dtddrrst,oprssrr,kanji
兼,0x517c,10,tsrtrrddst,rsdstprdr,kanji
冀,0x5180,16,rdrstdrdrrrddrst,psrlsorsdsprsrr,kanji
冂,0x5182,2,dt,o,kanji
内,0x5185,4,dtdt,opd,kanji
円,0x5186,4,dtdr,ors,kanji
冉,0x5189,5,dtdrr,opss,kanji
冊,0x518a,5,dtddr,orrs,kanji
册,0x518c,5,ddddr,oros,kanji
再,0x518d,6,rdtdrr,topss,kanji
冏,0x518f,7,dtstdtr,orrsod,kanji
冐,0x5190,8,dtrrdtrr,otddodd,kanji
冑,0x5191,9,drdrrdtrr,opsdtotd,kanji
冒,0x5192,9,dtrrdtrrr,odddoddd,kanji
冓,0x5193,10,rddrrdtdrr,prssropss,kanji
冕,0x5195,11,drrrstdrrsr,otdtdsodpd,kanji
冖,0x5196,2,dr,o,kanji
冗,0x5197,4,drdt,oto,kanji
写,0x5199,5,drrdr,otus,kanji
冠,0x51a0,9,drrrstrdt,oddrrpps,kanji
冢,0x51a2,10,drrsdssstt,odrdddpsl,kanji
冤,0x51a4,10,drlsddrstt,otrsodpdr,kanji
冥,0x51a5,10,drdtrrdrst,otoddrlrr,kanji
冦,0x51a6,10,drrrstdrdt,oddrppdds,kanji
冨,0x51a8,11,drrdrrdtdrr,otdodsorsd,kanji
冩,0x51a9,14,drsdrtrrstsdtt,orsdpdsrdsrrr,kanji
冪,0x51aa,15,drrdddrrrrstdrd,otprsoddsrrsop,kanji
冫,0x51ab,2,tp,d,kanji
冬,0x51ac,5,ssttt,dsdd,kanji
冰,0x51b0,6,tpddst,dpsrs,kanji
冱,0x51b1,6,tprddr,durds,kanji
冲,0x51b2,6,tpdrrd,dpodu,kanji
决,0x51b3,6,tptrdt,dpdpd,kanji
冴,0x51b4,7,tprdrds,dptspd,kanji
况,0x51b5,7,tpdtrst,dpodtr,kanji
冶,0x51b6,7,tpttdtr,dptsod,kanji
冷,0x51b7,7,tpstttt,dpodst,kanji
冽,0x51bd,8,tprsdtdd,durdspp,kanji
凄,0x51c4,10,tprtrrdtsr,dutstpdtl,kanji
凅,0x51c5,10,tpdtrddtrr,duodpdods,kanji
准,0x51c6,10,tpsddrdrrr,dpdpsrsdd,kanji
凉,0x51c9,10,tpdrdrrdst,dpstodrsr,kanji
凋,0x51cb,10,tpdtrdrdtr,dpotpsdod,kanji
凌,0x51cc,10,tprdrstsst,dppsrrsds,kanji
凍,0x51cd,10,tprdtrrdst,dudoddudo,kanji
凖,0x51d6,12,tpsdsrdrrrrd,dpspsrsddsr,kanji
凛,0x51db,15,tpdrdtdrrrrrdst,dpstotodsdsrsr,kanji
凜,0x51dc,15,tpdrdtdrrrlrdst,dpstotodsrlrdo,kanji
凝,0x51dd,16,tpstsrrdtttrdrdt,dplddspdutsrdqd,kanji
几,0x51e0,2,dt,o,kanji
凡,0x51e1,3,dtt,od,kanji
処,0x51e6,5,sdtdt,dspo,kanji
凧,0x51e7,5,dtdtd,otop,kanji
凩,0x51e9,6,dtrdst,odpdd,kanji
凪,0x51ea,6,dtdrdr,ordld,kanji
凭,0x51ed,8,sdlrdrst,dpspsdo,kanji
凰,0x51f0,11,dtsdtrrrdrr,orsoddsrss,kanji
凱,0x51f1,12,dtdrdtrtdrdt,srstoddrspo,kanji
凵,0x51f5,2,td,r,kanji
凶,0x51f6,4,sttd,slr,kanji
凸,0x51f8,5,rdttd,posr,kanji
凹,0x51f9,5,tdrtd,rolr,kanji
出,0x51fa,5,drdrd,srsr,kanji
函,0x51fd,8,rdtpsttd,rsdpslr,kanji
凾,0x51fe,9,tddtrdttd,tsodpdlr,kanji
刀,0x5200,2,ts,r,kanji
刂,0x5202,2,dd,p,kanji
刃,0x5203,3,tst,rs,kanji
刄,0x5204,3,tst,rs,kanji
分,0x5206,4,stts,rsr,kanji
切,0x5207,4,rtds,ptr,kanji
刈,0x5208,4,stdd,srr,kanji
刊,0x520a,5,rrddd,dprp,kanji
刋,0x520b,5,srddd,sprp,kanji
刎,0x520e,6,sdssdd,dtrrp,kanji
刑,0x5211,6,rrdddd,dprrp,kanji
刔,0x5214,6,trdtdd,dpdpp,kanji
列,0x5217,6,rsdtdd,rdspp,kanji
初,0x521d,7,tddstds,stpspr,kanji
判,0x5224,7,tsrrddd,rsdprp,kanji
別,0x5225,7,dtrdsdd,odtupp,kanji
刧,0x5227,7,rdrttdd,psrtur,kanji
利,0x5229,7,srdstdd,spdtpp,kanji
刪,0x522a,7,dtddrdd,orrspp,kanji
刮,0x522e,8,srddtrdd,spdodpp,kanji
到,0x5230,8,rttrdrdd,rtspspp,kanji
刳,0x5233,8,rstrrddd,pdssrpp,kanji
制,0x5236,8,srrdtddd,dstoutp,kanji
刷,0x5237,8,rrddtddd,dudoprp,kanji
券,0x5238,8,tsrrstts,rsspdsr,kanji
刹,0x5239,8,strdstdd,ldpdtpp,kanji
刺,0x523a,8,rdtdstdd,dopddpp,kanji
刻,0x523b,8,drdsstdd,srrddpp,kanji
剃,0x5243,9,tsrrtdsdd,rsdopdpp,kanji
剄,0x5244,9,rdddrdrdd,trrsrspp,kanji
則,0x5247,9,dtrrrstdd,odddtrpp,kanji
削,0x524a,9,dtsdtrrdd,srsoddpp,kanji
剋,0x524b,9,rddtrstdd,psodrrpp,kanji
剌,0x524c,9,rdrrdstdd,doduddpp,kanji
前,0x524d,9,tsrddrrdd,rltoddpp,kanji
剏,0x524f,9,tdrrddddt,rsdprprs,kanji
剔,0x5254,10,dtrrstssdd,oddodrrpp,kanji
剖,0x5256,10,drtsrdtrdd,strstodpp,kanji
剛,0x525b,10,dttdrdtddd,orrsrsrpp,kanji
剝,0x525d,10,ttrdtpstdd,dsrsdpspp,kanji
剞,0x525e,10,rstrdtrddd,pdstodppp,kanji
剣,0x5263,10,strdrrstdd,dsdodpdpp,kanji
剤,0x5264,10,drstdrrddd,srldddppp,kanji
剥,0x5265,10,trrdtpstdd,dsrsdpspp,kanji
剩,0x5269,12,lrrdrstdstdd,sdpsplqddpp,kanji
剪,0x526a,11,tsrdtttddts,rltotdprsr,kanji
副,0x526f,11,rdrrdtdrrdd,dodsorsdpp,kanji
剰,0x5270,11,srrddrdstdd,sdprspdtpp,kanji
剱,0x5271,11,strdrrdtddt,dssodpdprs,kanji
割,0x5272,12,ddrrdrrdtrdd,sodpsstodpp,kanji
剳,0x5273,11,rddstrdtrdd,prsdsdodpp,kanji
剴,0x5274,12,drdrdrrddrdd,srstoddrspp,kanji
創,0x5275,12,strtrrddtrdd,dssddudodpp,kanji
剽,0x527d,13,rdrddrrrdstdd,doprsdsrsrpp,kanji
剿,0x527f,13,ddddtrrrdstdd,rrsoddspdtpp,kanji
劃,0x5283,14,trrrrddtdrrrdd,stdspdorsdspp,kanji
劇,0x5287,15,drdrrtrsdssstdd,dsotpdrdodpspp,kanji
劈,0x5288,15,trddtrdrtdrrdts,dudodpstrsdpsr,kanji
劉,0x5289,15,stttsstrrdtdrdd,srprsosspsrspp,kanji
劍,0x528d,15,strdtrdtrststdd,dssodpodsdpdpp,kanji
劑,0x5291,16,drtddtssttdrrddd,srrslrrsrsddppp,kanji
劒,0x5292,16,strdtrdtrststddd,dssodpodsdpdurs,kanji
劔,0x5294,16,strdtrdtrststddt,dssodpodsdpdurs,kanji
力,0x529b,2,ts,p,kanji
功,0x529f,5,rdpdd,rdpp,kanji
加,0x52a0,5,tddtr,ptod,kanji
劣,0x52a3,6,dststs,srssp,kanji
助,0x52a9,7,dtrrrdd,oddspp,kanji
努,0x52aa,7,dsrdtts,tlrdsp,kanji
劫,0x52ab,7,rdrttdd,psrtpp,kanji
劬,0x52ac,7,sddtrdd,dsodpp,kanji
劭,0x52ad,7,tsdtrdd,rdodpp,kanji
励,0x52b1,7,rdrdsdd,odturp,kanji
労,0x52b4,7,ttsdrts,rrsotp,kanji
劵,0x52b5,8,strrstts,rsspdsp,kanji
効,0x52b9,8,drststdd,strdspp,kanji
劼,0x52bc,8,rdrdtrdd,pddodpp,kanji
劾,0x52be,8,drdsstdd,srtddpp,kanji
勁,0x52c1,9,rdddrdrdd,trrsrspp,kanji
勃,0x52c3,9,rddrtdrdd,psottspp,kanji
勅,0x52c5,9,rdrrdstdd,dodudtpp,kanji
勇,0x52c7,9,ttdtdrrts,tsorsdsr,kanji
勉,0x52c9,10,stdtdrstdd,dsorstrpp,kanji
勍,0x52cd,10,drdtrdstdd,stodrsrpp,kanji
勒,0x52d2,11,rddrdrrrddd,prssodsprp,kanji
動,0x52d5,11,lrdtrrdrrdd,sdodduddpp,kanji
勗,0x52d7,11,dtrrdtrrrts,oddsoddspp,kanji
勘,0x52d8,11,rddrrrsttdd,prsdsrrlpp,kanji
務,0x52d9,11,ttrdsdrstts,tsropdrsdp,kanji
勝,0x52dd,12,ddrrtsrrstts,oddprsspdsp,kanji
勞,0x52de,12,tsdtdsdtdrts,rldprldlotp,kanji
募,0x52df,12,rdddrrrrstts,prsoddsrrsp,kanji
勠,0x52e0,13,tsstssstsssdd,rdprtsddttup,kanji
勢,0x52e2,13,rdrstrdrdttts,psrrspspsdsp,kanji
勣,0x52e3,13,rdrrdtrrrstdd,psstodddrrup,kanji
勤,0x52e4,12,rdddrrdrrrdd,prsodpsddpp,kanji
勦,0x52e6,13,ddddtrrrdstdd,rrsoddspdopp,kanji
勧,0x52e7,13,srrsddrdrrrdd,dspdpsrsddpp,kanji
勲,0x52f2,15,lrdtrrdrrddddtt,stodduddppsrrr,kanji
勳,0x52f3,16,lrdttdrdrrddttdd,stotrsudddrrrup,kanji
勵,0x52f5,16,rdrdddtrrdtdrtdd,rdprsoddsopdppp,kanji
勸,0x52f8,19,rdddtrdtrsdsrdrrrdd,prsodpodldpsrsddpp,kanji
勹,0x52f9,2,st,d,kanji
勺,0x52fa,3,sdt,dd,kanji
